a	 -a
ŭmàntà	 -ŭ-màn-tà
ŭràntà	 -ŭ-ràn-tà
ŭsàntà	 -ŭ-sàn-tà
ŭmànki	 -ŭ-màn-ki
ŭrànki	 -ŭ-ràn-ki
ŭsànki	 -ŭ-sàn-ki
ŭmmà	 -ŭ-m-mà
ŭrmà	 -ŭ-r-mà
ŭsmà	 -ŭ-s-mà
ŭmànmà	 -ŭ-màn-mà
ŭrànmà	 -ŭ-ràn-mà
ŭsànmà	 -ŭ-sàn-mà
ŭmkà	 -ŭ-m-kà
ŭrkà	 -ŭ-r-kà
ŭskà	 -ŭ-s-kà
ŭmànkà	 -ŭ-màn-kà
ŭrànkà	 -ŭ-ràn-kà
ŭsànkà	 -ŭ-sàn-kà
ŭmànke	 -ŭ-màn-ke
ŭrànke	 -ŭ-ràn-ke
ŭsànke	 -ŭ-sàn-ke
àbŭmke	àb-ŭm-ke
àbŭrke	àb-ŭr-ke
àbŭske	àb-ŭs-ke
àbŭmkà	àb-ŭm-kà
àbŭrkà	àb-ŭr-kà
àbŭskà	àb-ŭs-kà
ŭmsàn	 -ŭ-m-sàn
ŭrsàn	 -ŭ-r-sàn
ŭssàn	 -ŭ-s-sàn
ŭmànsàn	 -ŭ-màn-sàn
ŭrànsàn	 -ŭ-ràn-sàn
ŭsànsàn	 -ŭ-sàn-sàn
ŭmàn	 -ŭ-màn
ŭràn	 -ŭ-ràn
ŭsàn	 -ŭ-sàn
ŭmàni	 -ŭ-màn-i
ŭràni	 -ŭ-ràn-i
ŭsàni	 -ŭ-sàn-i
ŭmà	- -ŭm-à
ŭrà	- -ŭr-à
ŭnà	- -ŭn-à
ŭsà	- -ŭs-à
ŭndà	- -ŭnd-à
ŭdà	- -ŭd-à
ŭmmàn	- -ŭm-màn
ŭmràn	- -ŭm-ràn
ŭmsàn	- -ŭm-sàn
ŭmàn	- -ŭ-màn
ŭràn	- -ŭ-ràn
ŭsàn	- -ŭ-sàn
ŭrmàn	- -ŭr-màn
ŭrràn	- -ŭr-ràn
ŭrsàn	- -ŭr-sàn
ŭnràn	- -ŭn-ràn
ŭnsàn	- -ŭn-sàn
ŭsmàn	- -ŭs-màn
ŭsràn	- -ŭs-ràn
ŭssàn	- -ŭs-sàn
ŭdmàn	- -ŭd-màn
ŭdràn	- -ŭd-ràn
ŭdsàn	- -ŭd-sàn
ŭmmàni	- -ŭm-màn-i
ŭmràni	- -ŭm-ràn-i
ŭmsàni	- -ŭm-sàn-i
ŭmàni	- -ŭ-màn-i
ŭràni	- -ŭ-ràn-i
ŭsàni	- -ŭ-sàn-i
ŭrmàni	- -ŭr-màn-i
ŭrràni	- -ŭr-ràn-i
ŭrsàni	- -ŭr-sàn-i
ŭnràni	- -ŭn-ràn-i
ŭnsàni	- -ŭn-sàn-i
ŭsmàni	- -ŭs-màn-i
ŭsràni	- -ŭs-ràn-i
ŭssàni	- -ŭs-sàn-i
ŭdmàni	- -ŭd-màn-i
ŭdràni	- -ŭd-ràn-i
ŭdsàni	- -ŭd-sàn-i
ŭmirà	- -ŭm-ir-à
ŭmisà	- -ŭm-is-à
ŭmmànà	- -ŭm-màn-à
ŭmrànà	- -ŭm-ràn-à
ŭmsànà	- -ŭm-sàn-à
ŭmà	- -ŭ-m-à
ŭsà	- -ŭ-s-à
ŭmànà	- -ŭ-màn-à
ŭrànà	- -ŭ-ràn-à
ŭsànà	- -ŭ-sàn-à
ŭrmà	- -ŭr-m-à
ŭrrà	- -ŭr-r-à
ŭrsà	- -ŭr-s-à
ŭrmànà	- -ŭr-màn-à
ŭrrànà	- -ŭr-ràn-à
ŭrsànà	- -ŭr-sàn-à
ŭnmà	- -ŭn-m-à
ŭnrà	- -ŭn-r-à
ŭnsà	- -ŭn-s-à
ŭnrànà	- -ŭn-ràn-à
ŭnsànà	- -ŭn-sàn-à
ŭsmà	- -ŭs-m-à
ŭsrà	- -ŭs-r-à
ŭssà	- -ŭs-s-à
ŭsmànà	- -ŭs-màn-à
ŭsrànà	- -ŭs-ràn-à
ŭssànà	- -ŭs-sàn-à
ŭdmà	- -ŭd-m-à
ŭdrà	- -ŭd-r-à
ŭdsà	- -ŭd-s-à
ŭdmànà	- -ŭd-màn-à
ŭdrànà	- -ŭd-ràn-à
ŭdsànà	- -ŭd-sàn-à
dŭmà	- -d-ŭm-à
dŭrà	- -d-ŭr-à
dŭmmàn	- -d-ŭm-màn
dŭmràn	- -d-ŭm-ràn
dŭmsàn	- -d-ŭm-sàn
dŭrmàn	- -d-ŭr-màn
dŭrràn	- -d-ŭr-ràn
dŭrsàn	- -d-ŭr-sàn
dŭsmàn	- -d-ŭs-màn
dŭsràn	- -d-ŭs-ràn
dŭssàn	- -d-ŭs-sàn
dŭmmàni	- -d-ŭm-màn-i
dŭmràni	- -d-ŭm-ràn-i
dŭmsàni	- -d-ŭm-sàn-i
dŭrmàni	- -d-ŭr-màn-i
dŭrràni	- -d-ŭr-ràn-i
dŭrsàni	- -d-ŭr-sàn-i
dŭsmàni	- -d-ŭs-màn-i
dŭsràni	- -d-ŭs-ràn-i
dŭssàni	- -d-ŭs-sàn-i
dŭmrà	- -d-ŭm-r-à
dŭmsà	- -d-ŭm-s-à
dŭrmà	- -d-ŭr-m-à
dŭrsà	- -d-ŭr-s-à
dŭsmà	- -d-ŭs-m-à
dŭsrà	- -d-ŭs-r-à
dŭssà	- -d-ŭs-s-à
dŭmmànà	- -d-ŭm-màn-à
dŭmrànà	- -d-ŭm-ràn-à
dŭmsànà	- -d-ŭm-sàn-à
dŭrmànà	- -d-ŭr-màn-à
dŭrrànà	- -d-ŭr-ràn-à
dŭrsànà	- -d-ŭr-sàn-à
dŭsmànà	- -d-ŭs-màn-à
dŭsrànà	- -d-ŭs-ràn-à
dŭssànà	- -d-ŭs-sàn-à
idŭmà	- -id-ŭm-à
idŭrà	- -id-ŭr-à
idŭmmàn	- -id-ŭm-màn
idŭmràn	- -id-ŭm-ràn
idŭmsàn	- -id-ŭm-sàn
idŭrmàn	- -id-ŭr-màn
idŭrràn	- -id-ŭr-ràn
idŭrsàn	- -id-ŭr-sàn
idŭsmàn	- -id-ŭs-màn
idŭsràn	- -id-ŭs-ràn
idŭssàn	- -id-ŭs-sàn
idŭmmàni	- -id-ŭm-màn-i
idŭmràni	- -id-ŭm-ràn-i
idŭmsàni	- -id-ŭm-sàn-i
idŭrmàni	- -id-ŭr-màn-i
idŭrràni	- -id-ŭr-ràn-i
idŭrsàni	- -id-ŭr-sàn-i
idŭsmàni	- -id-ŭs-màn-i
idŭsràni	- -id-ŭs-ràn-i
idŭssàni	- -id-ŭs-sàn-i
idŭmrà	- -id-ŭm-r-à
idŭmsà	- -id-ŭm-s-à
idŭrmà	- -id-ŭr-m-à
idŭrsà	- -id-ŭr-s-à
idŭsmà	- -id-ŭs-m-à
idŭsrà	- -id-ŭs-r-à
idŭssà	- -id-ŭs-s-à
idŭmmànà	- -id-ŭm-màn-à
idŭmrànà	- -id-ŭm-ràn-à
idŭmsànà	- -id-ŭm-sàn-à
idŭrmànà	- -id-ŭr-màn-à
idŭrrànà	- -id-ŭr-ràn-à
idŭrsànà	- -id-ŭr-sàn-à
idŭsmànà	- -id-ŭs-màn-à
idŭsrànà	- -id-ŭs-ràn-à
idŭssànà	- -id-ŭs-sàn-à
irdŭmà	- -ird-ŭm-à
irdŭrà	- -ird-ŭr-à
irdŭmmàn	- -ird-ŭm-màn
irdŭmràn	- -ird-ŭm-ràn
irdŭmsàn	- -ird-ŭm-sàn
irdŭrmàn	- -ird-ŭr-màn
irdŭrràn	- -ird-ŭr-ràn
irdŭrsàn	- -ird-ŭr-sàn
irdŭsmàn	- -ird-ŭs-màn
irdŭsràn	- -ird-ŭs-ràn
irdŭssàn	- -ird-ŭs-sàn
irdŭmmàni	- -ird-ŭm-màn-i
irdŭmràni	- -ird-ŭm-ràn-i
irdŭmsàni	- -ird-ŭm-sàn-i
irdŭrmàni	- -ird-ŭr-màn-i
irdŭrràni	- -ird-ŭr-ràn-i
irdŭrsàni	- -ird-ŭr-sàn-i
irdŭsmàni	- -ird-ŭs-màn-i
irdŭsràni	- -ird-ŭs-ràn-i
irdŭssàni	- -ird-ŭs-sàn-i
irdŭmrà	- -ird-ŭm-r-à
irdŭmsà	- -ird-ŭm-s-à
irdŭrmà	- -ird-ŭr-m-à
irdŭrsà	- -ird-ŭr-s-à
irdŭsmà	- -ird-ŭs-m-à
irdŭsrà	- -ird-ŭs-r-à
irdŭssà	- -ird-ŭs-s-à
irdŭmmànà	- -ird-ŭm-màn-à
irdŭmrànà	- -ird-ŭm-ràn-à
irdŭmsànà	- -ird-ŭm-sàn-à
irdŭrmànà	- -ird-ŭr-màn-à
irdŭrrànà	- -ird-ŭr-ràn-à
irdŭrsànà	- -ird-ŭr-sàn-à
irdŭsmànà	- -ird-ŭs-màn-à
irdŭsrànà	- -ird-ŭs-ràn-à
irdŭssànà	- -ird-ŭs-sàn-à
indŭmà	- -ind-ŭm-à
indŭrà	- -ind-ŭr-à
indŭmmàn	- -ind-ŭm-màn
indŭmràn	- -ind-ŭm-ràn
indŭmsàn	- -ind-ŭm-sàn
indŭrmàn	- -ind-ŭr-màn
indŭrràn	- -ind-ŭr-ràn
indŭrsàn	- -ind-ŭr-sàn
indŭsmàn	- -ind-ŭs-màn
indŭsràn	- -ind-ŭs-ràn
indŭssàn	- -ind-ŭs-sàn
indŭmmàni	- -ind-ŭm-màn-i
indŭmràni	- -ind-ŭm-ràn-i
indŭmsàni	- -ind-ŭm-sàn-i
indŭrmàni	- -ind-ŭr-màn-i
indŭrràni	- -ind-ŭr-ràn-i
indŭrsàni	- -ind-ŭr-sàn-i
indŭsmàni	- -ind-ŭs-màn-i
indŭsràni	- -ind-ŭs-ràn-i
indŭssàni	- -ind-ŭs-sàn-i
indŭmrà	- -ind-ŭm-r-à
indŭmsà	- -ind-ŭm-s-à
indŭrmà	- -ind-ŭr-m-à
indŭrsà	- -ind-ŭr-s-à
indŭsmà	- -ind-ŭs-m-à
indŭsrà	- -ind-ŭs-r-à
indŭssà	- -ind-ŭs-s-à
indŭmmànà	- -ind-ŭm-màn-à
indŭmrànà	- -ind-ŭm-ràn-à
indŭmsànà	- -ind-ŭm-sàn-à
indŭrmànà	- -ind-ŭr-màn-à
indŭrrànà	- -ind-ŭr-ràn-à
indŭrsànà	- -ind-ŭr-sàn-à
indŭsmànà	- -ind-ŭs-màn-à
indŭsrànà	- -ind-ŭs-ràn-à
indŭssànà	- -ind-ŭs-sàn-à
kedŭmmàn	- -k-ed-ŭm-màn
kedŭmràn	- -k-ed-ŭm-ràn
kedŭmsàn	- -k-ed-ŭm-sàn
kedŭrmàn	- -k-ed-ŭr-màn
kedŭrràn	- -k-ed-ŭr-ràn
kedŭrsàn	- -k-ed-ŭr-sàn
kedŭsmàn	- -k-ed-ŭs-màn
kedŭsràn	- -k-ed-ŭs-ràn
kedŭssàn	- -k-ed-ŭs-sàn
kedŭmmàni	- -k-ed-ŭm-màn-i
kedŭmràni	- -k-ed-ŭm-ràn-i
kedŭmsàni	- -k-ed-ŭm-sàn-i
kedŭrmàni	- -k-ed-ŭr-màn-i
kedŭrràni	- -k-ed-ŭr-ràn-i
kedŭrsàni	- -k-ed-ŭr-sàn-i
kedŭsmàni	- -k-ed-ŭs-màn-i
kedŭsràni	- -k-ed-ŭs-ràn-i
kedŭssàni	- -k-ed-ŭs-sàn-i
kedŭmrà	- -k-ed-ŭm-r-à
kedŭmsà	- -k-ed-ŭm-s-à
kedŭrmà	- -k-ed-ŭr-m-à
kedŭrsà	- -k-ed-ŭr-s-à
kedŭsmà	- -k-ed-ŭs-m-à
kedŭsrà	- -k-ed-ŭs-r-à
kedŭssà	- -k-ed-ŭs-s-à
kedŭmmànà	- -k-ed-ŭm-màn-à
kedŭmrànà	- -k-ed-ŭm-ràn-à
kedŭmsànà	- -k-ed-ŭm-sàn-à
kedŭrmànà	- -k-ed-ŭr-màn-à
kedŭrrànà	- -k-ed-ŭr-ràn-à
kedŭrsànà	- -k-ed-ŭr-sàn-à
kedŭsmànà	- -k-ed-ŭs-màn-à
kedŭsrànà	- -k-ed-ŭs-ràn-à
kedŭssànà	- -k-ed-ŭs-sàn-à
nàwidŭm	- -nàw-id-ŭm
nàwidŭr	- -nàw-id-ŭr
nàwidŭmir	- -nàw-id-ŭm-ir
nàwidŭmis	- -nàw-id-ŭm-is
nàwidŭrim	- -nàw-id-ŭr-im
nàwidŭris	- -nàw-id-ŭr-is
nàwidŭsim	- -nàw-id-ŭs-im
nàwidŭsir	- -nàw-id-ŭs-ir
nàwidŭsis	- -nàw-id-ŭs-is
nàwidŭmmàn	- -nàw-id-ŭm-màn
nàwidŭmràn	- -nàw-id-ŭm-ràn
nàwidŭmsàn	- -nàw-id-ŭm-sàn
nàwidŭrmàn	- -nàw-id-ŭr-màn
nàwidŭrràn	- -nàw-id-ŭr-ràn
nàwidŭrsàn	- -nàw-id-ŭr-sàn
nàwidŭsmàn	- -nàw-id-ŭs-màn
nàwidŭsràn	- -nàw-id-ŭs-ràn
nàwidŭssàn	- -nàw-id-ŭs-sàn
nàwidŭmri	- -nàw-id-ŭm-r-i
nàwidŭmsi	- -nàw-id-ŭm-s-i
nàwidŭrmi	- -nàw-id-ŭr-m-i
nàwidŭrsi	- -nàw-id-ŭr-s-i
nàwidŭsmi	- -nàw-id-ŭs-m-i
nàwidŭsri	- -nàw-id-ŭs-r-i
nàwidŭssi	- -nàw-id-ŭs-s-i
nàwidŭmmàni	- -nàw-id-ŭm-màn-i
nàwidŭmràni	- -nàw-id-ŭm-ràn-i
nàwidŭmsàni	- -nàw-id-ŭm-sàn-i
nàwidŭrmàni	- -nàw-id-ŭr-màn-i
nàwidŭrràni	- -nàw-id-ŭr-ràn-i
nàwidŭrsàni	- -nàw-id-ŭr-sàn-i
nàwidŭsmàni	- -nàw-id-ŭs-màn-i
nàwidŭsràni	- -nàw-id-ŭs-ràn-i
nàwidŭssàni	- -nàw-id-ŭs-sàn-i
nàwidŭmrà	- -nàw-id-ŭm-r-à
nàwidŭmsà	- -nàw-id-ŭm-s-à
nàwidŭrmà	- -nàw-id-ŭr-m-à
nàwidŭrsà	- -nàw-id-ŭr-s-à
nàwidŭsmà	- -nàw-id-ŭs-m-à
nàwidŭsrà	- -nàw-id-ŭs-r-à
nàwidŭssà	- -nàw-id-ŭs-s-à
nàwidŭmmànà	- -nàw-id-ŭm-màn-à
nàwidŭmrànà	- -nàw-id-ŭm-ràn-à
nàwidŭmsànà	- -nàw-id-ŭm-sàn-à
nàwidŭrmànà	- -nàw-id-ŭr-màn-à
nàwidŭrrànà	- -nàw-id-ŭr-ràn-à
nàwidŭrsànà	- -nàw-id-ŭr-sàn-à
nàwidŭsmànà	- -nàw-id-ŭs-màn-à
nàwidŭsrànà	- -nàw-id-ŭs-ràn-à
nàwidŭssànà	- -nàw-id-ŭs-sàn-à
rŭmà	- -r-ŭm-à
rŭrà	- -r-ŭr-à
rŭmmàn	- -r-ŭm-màn
rŭmràn	- -r-ŭm-ràn
rŭmsàn	- -r-ŭm-sàn
rŭrmàn	- -r-ŭr-màn
rŭrràn	- -r-ŭr-ràn
rŭrsàn	- -r-ŭr-sàn
rŭsmàn	- -r-ŭs-màn
rŭsràn	- -r-ŭs-ràn
rŭssàn	- -r-ŭs-sàn
rŭmmàni	- -r-ŭm-màn-i
rŭmràni	- -r-ŭm-ràn-i
rŭmsàni	- -r-ŭm-sàn-i
rŭrmàni	- -r-ŭr-màn-i
rŭrràni	- -r-ŭr-ràn-i
rŭrsàni	- -r-ŭr-sàn-i
rŭsmàni	- -r-ŭs-màn-i
rŭsràni	- -r-ŭs-ràn-i
rŭssàni	- -r-ŭs-sàn-i
rŭmrà	- -r-ŭm-r-à
rŭmsà	- -r-ŭm-s-à
rŭrmà	- -r-ŭr-m-à
rŭrsà	- -r-ŭr-s-à
rŭsmà	- -r-ŭs-m-à
rŭsrà	- -r-ŭs-r-à
rŭssà	- -r-ŭs-s-à
rŭmmànà	- -r-ŭm-màn-à
rŭmrànà	- -r-ŭm-ràn-à
rŭmsànà	- -r-ŭm-sàn-à
rŭrmànà	- -r-ŭr-màn-à
rŭrrànà	- -r-ŭr-ràn-à
rŭrsànà	- -r-ŭr-sàn-à
rŭsmànà	- -r-ŭs-màn-à
rŭsrànà	- -r-ŭs-ràn-à
rŭssànà	- -r-ŭs-sàn-à
irŭmà	- -ir-ŭm-à
irŭrà	- -ir-ŭr-à
irŭmmàn	- -ir-ŭm-màn
irŭmràn	- -ir-ŭm-ràn
irŭmsàn	- -ir-ŭm-sàn
irŭrmàn	- -ir-ŭr-màn
irŭrràn	- -ir-ŭr-ràn
irŭrsàn	- -ir-ŭr-sàn
irŭsmàn	- -ir-ŭs-màn
irŭsràn	- -ir-ŭs-ràn
irŭssàn	- -ir-ŭs-sàn
irŭmmàni	- -ir-ŭm-màn-i
irŭmràni	- -ir-ŭm-ràn-i
irŭmsàni	- -ir-ŭm-sàn-i
irŭrmàni	- -ir-ŭr-màn-i
irŭrràni	- -ir-ŭr-ràn-i
irŭrsàni	- -ir-ŭr-sàn-i
irŭsmàni	- -ir-ŭs-màn-i
irŭsràni	- -ir-ŭs-ràn-i
irŭssàni	- -ir-ŭs-sàn-i
irŭmrà	- -ir-ŭm-r-à
irŭmsà	- -ir-ŭm-s-à
irŭrmà	- -ir-ŭr-m-à
irŭrsà	- -ir-ŭr-s-à
irŭsmà	- -ir-ŭs-m-à
irŭsrà	- -ir-ŭs-r-à
irŭssà	- -ir-ŭs-s-à
irŭmmànà	- -ir-ŭm-màn-à
irŭmrànà	- -ir-ŭm-ràn-à
irŭmsànà	- -ir-ŭm-sàn-à
irŭrmànà	- -ir-ŭr-màn-à
irŭrrànà	- -ir-ŭr-ràn-à
irŭrsànà	- -ir-ŭr-sàn-à
irŭsmànà	- -ir-ŭs-màn-à
irŭsrànà	- -ir-ŭs-ràn-à
irŭssànà	- -ir-ŭs-sàn-à
īrŭmà	- -ī-r-ŭm-à
īrŭrà	- -ī-r-ŭr-à
tŭmà	t-ŭm-à
tŭrà	t-ŭr-à
tŭmmàn	t-ŭm-màn
tŭmràn	t-ŭm-ràn
tŭmsàn	t-ŭm-sàn
tŭrmàn	t-ŭr-màn
tŭrràn	t-ŭr-ràn
tŭrsàn	t-ŭr-sàn
tŭsmàn	t-ŭs-màn
tŭsràn	t-ŭs-ràn
tŭssàn	t-ŭs-sàn
tŭmmàni	t-ŭm-màn-i
tŭmràni	t-ŭm-ràn-i
tŭmsàni	t-ŭm-sàn-i
tŭrmàni	t-ŭr-màn-i
tŭrràni	t-ŭr-ràn-i
tŭrsàni	t-ŭr-sàn-i
tŭsmàni	t-ŭs-màn-i
tŭsràni	t-ŭs-ràn-i
tŭssàni	t-ŭs-sàn-i
tŭmrà	t-ŭm-r-à
tŭmsà	t-ŭm-s-à
tŭrmà	t-ŭr-m-à
tŭrsà	t-ŭr-s-à
tŭsmà	t-ŭs-m-à
tŭsrà	t-ŭs-r-à
tŭssà	t-ŭs-s-à
tŭmmànà	t-ŭm-màn-à
tŭmrànà	t-ŭm-ràn-à
tŭmsànà	t-ŭm-sàn-à
tŭrmànà	t-ŭr-màn-à
tŭrrànà	t-ŭr-ràn-à
tŭrsànà	t-ŭr-sàn-à
tŭsmànà	t-ŭs-màn-à
tŭsrànà	t-ŭs-ràn-à
tŭssànà	t-ŭs-sàn-à
ērŭmà	ē-r-ŭm-à
ērŭrà	ē-r-ŭr-à
ērŭmmàn	ē-r-ŭm-màn
ērŭmràn	ē-r-ŭm-ràn
ērŭmsàn	ē-r-ŭm-sàn
ērŭrmàn	ē-r-ŭr-màn
ērŭrràn	ē-r-ŭr-ràn
ērŭrsàn	ē-r-ŭr-sàn
ērŭsmàn	ē-r-ŭs-màn
ērŭsràn	ē-r-ŭs-ràn
ērŭssàn	ē-r-ŭs-sàn
ērŭmmàni	ē-r-ŭm-màn-i
ērŭmràni	ē-r-ŭm-ràn-i
ērŭmsàni	ē-r-ŭm-sàn-i
ērŭrmàni	ē-r-ŭr-màn-i
ērŭrràni	ē-r-ŭr-ràn-i
ērŭrsàni	ē-r-ŭr-sàn-i
ērŭsmàni	ē-r-ŭs-màn-i
ērŭsràni	ē-r-ŭs-ràn-i
ērŭssàni	ē-r-ŭs-sàn-i
ērŭmrà	ē-r-ŭm-r-à
ērŭmsà	ē-r-ŭm-s-à
ērŭrmà	ē-r-ŭr-m-à
ērŭrsà	ē-r-ŭr-s-à
ērŭsmà	ē-r-ŭs-m-à
ērŭsrà	ē-r-ŭs-r-à
ērŭssà	ē-r-ŭs-s-à
ērŭmmànà	ē-r-ŭm-màn-à
ērŭmrànà	ē-r-ŭm-ràn-à
ērŭmsànà	ē-r-ŭm-sàn-à
ērŭrmànà	ē-r-ŭr-màn-à
ērŭrrànà	ē-r-ŭr-ràn-à
ērŭrsànà	ē-r-ŭr-sàn-à
ērŭsmànà	ē-r-ŭs-màn-à
ērŭsrànà	ē-r-ŭs-ràn-à
ērŭssànà	ē-r-ŭs-sàn-à
gàrŭm	gà-r-ŭm
gàrŭr	gà-r-ŭr
gàrŭmi	gà-r-ŭm-i
gàrŭri	gà-r-ŭr-i
gàrŭmà	gà-r-ŭm-à
gàrŭrà	gà-r-ŭr-à
gàrŭmir	gà-r-ŭm-ir
gàrŭmis	gà-r-ŭm-is
gàrŭrim	gà-r-ŭr-im
gàrŭris	gà-r-ŭr-is
gàrŭsim	gà-r-ŭs-im
gàrŭsir	gà-r-ŭs-ir
gàrŭsis	gà-r-ŭs-is
gàrŭmmàn	gà-r-ŭm-màn
gàrŭmràn	gà-r-ŭm-ràn
gàrŭmsàn	gà-r-ŭm-sàn
gàrŭrmàn	gà-r-ŭr-màn
gàrŭrràn	gà-r-ŭr-ràn
gàrŭrsàn	gà-r-ŭr-sàn
gàrŭsmàn	gà-r-ŭs-màn
gàrŭsràn	gà-r-ŭs-ràn
gàrŭssàn	gà-r-ŭs-sàn
gàrŭmri	gà-r-ŭm-r-i
gàrŭmsi	gà-r-ŭm-s-i
gàrŭrmi	gà-r-ŭr-m-i
gàrŭrsi	gà-r-ŭr-s-i
gàrŭsmi	gà-r-ŭs-m-i
gàrŭsri	gà-r-ŭs-r-i
gàrŭssi	gà-r-ŭs-s-i
gàrŭmmàni	gà-r-ŭm-màn-i
gàrŭmràni	gà-r-ŭm-ràn-i
gàrŭmsàni	gà-r-ŭm-sàn-i
gàrŭrmàni	gà-r-ŭr-màn-i
gàrŭrràni	gà-r-ŭr-ràn-i
gàrŭrsàni	gà-r-ŭr-sàn-i
gàrŭsmàni	gà-r-ŭs-màn-i
gàrŭsràni	gà-r-ŭs-ràn-i
gàrŭssàni	gà-r-ŭs-sàn-i
gàrŭmrà	gà-r-ŭm-r-à
gàrŭmsà	gà-r-ŭm-s-à
gàrŭrmà	gà-r-ŭr-m-à
gàrŭrsà	gà-r-ŭr-s-à
gàrŭsmà	gà-r-ŭs-m-à
gàrŭsrà	gà-r-ŭs-r-à
gàrŭssà	gà-r-ŭs-s-à
gàrŭmmànà	gà-r-ŭm-màn-à
gàrŭmrànà	gà-r-ŭm-ràn-à
gàrŭmsànà	gà-r-ŭm-sàn-à
gàrŭrmànà	gà-r-ŭr-màn-à
gàrŭrrànà	gà-r-ŭr-ràn-à
gàrŭrsànà	gà-r-ŭr-sàn-à
gàrŭsmànà	gà-r-ŭs-màn-à
gàrŭsrànà	gà-r-ŭs-ràn-à
gàrŭssànà	gà-r-ŭs-sàn-à
hrŭmà	- -h-r-ŭm-à
hrŭrà	- -h-r-ŭr-à
xàllīhŭm	xàllī-hŭm
ḍàllŭ	ḍàll-ŭ
ḍàllhŭm	ḍàll-hŭm
àbŭske	àb-ŭs-ke
àbŭskà	àb-ŭs-kà
kŭnnà	kŭnnà
xàllīkŭm	xàllī-kŭm
abūmkara	ab-ūm-kara
abūrkara	ab-ūr-kara
abūskara	ab-ūs-kara
ūmta	 -ū-m-ta
ūrta	 -ū-r-ta
ūsta	 -ū-s-ta
ūmanta	 -ū-man-ta
ūranta	 -ū-ran-ta
ūsanta	 -ū-san-ta
ūmki	 -ū-m-ki
ūrki	 -ū-r-ki
ūski	 -ū-s-ki
ūmanki	 -ū-man-ki
ūranki	 -ū-ran-ki
ūsanki	 -ū-san-ki
ūmma	 -ū-m-ma
ūrma	 -ū-r-ma
ūsma	 -ū-s-ma
ūmanma	 -ū-man-ma
ūranma	 -ū-ran-ma
ūsanma	 -ū-san-ma
ūmka	 -ū-m-ka
ūrka	 -ū-r-ka
ūska	 -ū-s-ka
ūmanka	 -ū-man-ka
ūranka	 -ū-ran-ka
ūsanka	 -ū-san-ka
ūmke	 -ū-m-ke
ūrke	 -ū-r-ke
ūske	 -ū-s-ke
ūmanke	 -ū-man-ke
ūranke	 -ū-ran-ke
ūsanke	 -ū-san-ke
abūmke	ab-ūm-ke
abūrke	ab-ūr-ke
abūske	ab-ūs-ke
abūmka	ab-ūm-ka
abūrka	ab-ūr-ka
abūska	ab-ūs-ka
ūmsan	 -ū-m-san
ūrsan	 -ū-r-san
ūssan	 -ū-s-san
ūmansan	 -ū-man-san
ūransan	 -ū-ran-san
ūsansan	 -ū-san-san
biddū	bidd-ū
ūm	 -ū-m
ūr	 -ū-r
ūs	 -ū-s
ūmi	 -ū-m-i
ūri	 -ū-r-i
ūsi	 -ū-s-i
ūman	 -ū-man
ūran	 -ū-ran
ūsan	 -ū-san
ūmani	 -ū-man-i
ūrani	 -ū-ran-i
ūsani	 -ū-san-i
ūm	- -ūm
ūk	- -ūk
ūr	- -ūr
ūn	- -ūn
ūs	- -ūs
ūd	- -ūd
ūnd	- -ūnd
ūmi	- -ūm-i
ūk	- -ūk
ūri	- -ūr-i
ūni	- -ūn-i
ūsi	- -ūs-i
ūdi	- -ūd-i
ūndi	- -ūnd-i
ūma	- -ūm-a
ūra	- -ūr-a
ūna	- -ūn-a
ūsa	- -ūs-a
ūnda	- -ūnd-a
ūda	- -ūd-a
ūmir	- -ūm-ir
ūmis	- -ūm-is
ūmman	- -ūm-man
ūmran	- -ūm-ran
ūmsan	- -ūm-san
ūym	- -ūy-m
ūys	- -ūy-s
ūman	- -ū-man
ūran	- -ū-ran
ūsan	- -ū-san
ūrim	- -ūr-im
ūrir	- -ūr-ir
ūris	- -ūr-is
ūrman	- -ūr-man
ūrran	- -ūr-ran
ūrsan	- -ūr-san
ūnim	- -ūn-im
ūnir	- -ūn-ir
ūnis	- -ūn-is
ūnran	- -ūn-ran
ūnsan	- -ūn-san
ūsim	- -ūs-im
ūsir	- -ūs-ir
ūsis	- -ūs-is
ūsman	- -ūs-man
ūsran	- -ūs-ran
ūssan	- -ūs-san
ūdim	- -ūd-im
ūdir	- -ūd-ir
ūdis	- -ūd-is
ūdman	- -ūd-man
ūdran	- -ūd-ran
ūdsan	- -ūd-san
ūmri	- -ūm-r-i
ūmsi	- -ūm-s-i
ūmmani	- -ūm-man-i
ūmrani	- -ūm-ran-i
ūmsani	- -ūm-san-i
ūmi	- -ū-m-i
ūsi	- -ū-s-i
ūmani	- -ū-man-i
ūrani	- -ū-ran-i
ūsani	- -ū-san-i
ūrmi	- -ūr-m-i
ūrri	- -ūr-r-i
ūrsi	- -ūr-s-i
ūrmani	- -ūr-man-i
ūrrani	- -ūr-ran-i
ūrsani	- -ūr-san-i
ūnmi	- -ūn-m-i
ūnri	- -ūn-r-i
ūnsi	- -ūn-s-i
ūnrani	- -ūn-ran-i
ūnsani	- -ūn-san-i
ūsmi	- -ūs-m-i
ūsri	- -ūs-r-i
ūssi	- -ūs-s-i
ūsmani	- -ūs-man-i
ūsrani	- -ūs-ran-i
ūssani	- -ūs-san-i
ūdmi	- -ūd-m-i
